seed,trials,mean_total_cost,mean_energy_cost,mean_demand_cost,mean_peak_power_kw,temperature_violation_rate,terminal_violation_rate
11,5000,34.41359333333334,27.342585000000003,7.0710083333333325,11.4665,0.028,0.0
271,5000,34.423458333333336,27.350230000000003,7.073228333333334,11.4701,0.0262,0.0004
1234,5000,34.40730666666667,27.333030000000004,7.074276666666666,11.4718,0.029,0.0
20260519,5000,34.38631166666667,27.320545000000003,7.065766666666667,11.458,0.0306,0.0
987654,5000,34.400978333333335,27.328860000000002,7.072118333333333,11.4683,0.0316,0.0
